"","date","city","count"
"13213",1961-08-05,"Sheffield",55
"13214",1961-08-12,"Sheffield",39
"13215",1961-08-19,"Sheffield",21
"13216",1961-08-26,"Sheffield",23
"13217",1961-09-02,"Sheffield",11
"13218",1961-09-09,"Sheffield",11
"13219",1961-09-16,"Sheffield",8
"13220",1961-09-23,"Sheffield",2
"13221",1961-09-30,"Sheffield",4
"13222",1961-10-07,"Sheffield",5
"13223",1961-10-14,"Sheffield",4
"13224",1961-10-21,"Sheffield",9
"13225",1961-10-28,"Sheffield",5
"13226",1961-11-04,"Sheffield",10
"13227",1961-11-11,"Sheffield",1
"13228",1961-11-18,"Sheffield",8
"13229",1961-11-25,"Sheffield",4
"13230",1961-12-02,"Sheffield",13
"13231",1961-12-09,"Sheffield",11
"13232",1961-12-16,"Sheffield",3
"13233",1961-12-23,"Sheffield",10
"13234",1961-12-30,"Sheffield",6
"13235",1962-01-06,"Sheffield",5
"13236",1962-01-13,"Sheffield",11
"13237",1962-01-20,"Sheffield",2
"13238",1962-01-27,"Sheffield",12
"13239",1962-02-03,"Sheffield",0
"13240",1962-02-10,"Sheffield",4
"13241",1962-02-17,"Sheffield",3
"13242",1962-02-24,"Sheffield",1
"13243",1962-03-03,"Sheffield",0
"13244",1962-03-10,"Sheffield",4
"13245",1962-03-17,"Sheffield",1
"13246",1962-03-24,"Sheffield",2
"13247",1962-03-31,"Sheffield",5
"13248",1962-04-07,"Sheffield",0
"13249",1962-04-14,"Sheffield",5
"13250",1962-04-21,"Sheffield",0
"13251",1962-04-28,"Sheffield",2
"13252",1962-05-05,"Sheffield",7
"13253",1962-05-12,"Sheffield",2
"13254",1962-05-19,"Sheffield",0
"13255",1962-05-26,"Sheffield",9
"13256",1962-06-02,"Sheffield",3
"13257",1962-06-09,"Sheffield",1
"13258",1962-06-16,"Sheffield",0
"13259",1962-06-23,"Sheffield",14
"13260",1962-06-30,"Sheffield",6
"13261",1962-07-07,"Sheffield",3
"13262",1962-07-14,"Sheffield",5
"13263",1962-07-21,"Sheffield",3
"13264",1962-07-28,"Sheffield",10
"13265",1962-08-04,"Sheffield",3
"13266",1962-08-11,"Sheffield",7
"13267",1962-08-18,"Sheffield",7
"13268",1962-08-25,"Sheffield",12
"13269",1962-09-01,"Sheffield",5
"13270",1962-09-08,"Sheffield",13
"13271",1962-09-15,"Sheffield",9
"13272",1962-09-22,"Sheffield",10
"13273",1962-09-29,"Sheffield",14
"13274",1962-10-06,"Sheffield",34
"13275",1962-10-13,"Sheffield",63
"13276",1962-10-20,"Sheffield",84
"13277",1962-10-27,"Sheffield",134
"13278",1962-11-03,"Sheffield",80
"13279",1962-11-10,"Sheffield",118
"13280",1962-11-17,"Sheffield",123
"13281",1962-11-24,"Sheffield",132
"13282",1962-12-01,"Sheffield",149
"13283",1962-12-08,"Sheffield",277
"13284",1962-12-15,"Sheffield",299
"13285",1962-12-22,"Sheffield",320
"13286",1962-12-29,"Sheffield",239
"13287",1963-01-05,"Sheffield",539
"13288",1963-01-12,"Sheffield",426
"13289",1963-01-19,"Sheffield",305
"13290",1963-01-26,"Sheffield",346
"13291",1963-02-02,"Sheffield",311
"13292",1963-02-09,"Sheffield",516
"13293",1963-02-16,"Sheffield",439
"13294",1963-02-23,"Sheffield",467
"13295",1963-03-02,"Sheffield",424
"13296",1963-03-09,"Sheffield",340
"13297",1963-03-16,"Sheffield",353
"13298",1963-03-23,"Sheffield",287
"13299",1963-03-30,"Sheffield",244
"13300",1963-04-06,"Sheffield",176
"13301",1963-04-13,"Sheffield",174
"13302",1963-04-20,"Sheffield",126
"13303",1963-04-27,"Sheffield",148
"13304",1963-05-04,"Sheffield",130
"13305",1963-05-11,"Sheffield",85
"13306",1963-05-18,"Sheffield",87
"13307",1963-05-25,"Sheffield",93
"13308",1963-06-01,"Sheffield",83
"13309",1963-06-08,"Sheffield",78
"13310",1963-06-15,"Sheffield",79
"13311",1963-06-22,"Sheffield",94
"13312",1963-06-29,"Sheffield",67
"13313",1963-07-06,"Sheffield",78
"13314",1963-07-13,"Sheffield",116
"13315",1963-07-20,"Sheffield",78
"13316",1963-07-27,"Sheffield",74
"13317",1963-08-03,"Sheffield",64
"13318",1963-08-10,"Sheffield",46
"13319",1963-08-17,"Sheffield",27
"13320",1963-08-24,"Sheffield",25
"13321",1963-08-31,"Sheffield",20
"13322",1963-09-07,"Sheffield",8
"13323",1963-09-14,"Sheffield",12
"13324",1963-09-21,"Sheffield",13
"13325",1963-09-28,"Sheffield",29
"13326",1963-10-05,"Sheffield",40
"13327",1963-10-12,"Sheffield",42
"13328",1963-10-19,"Sheffield",21
"13329",1963-10-26,"Sheffield",35
"13330",1963-11-02,"Sheffield",31
"13331",1963-11-09,"Sheffield",50
"13332",1963-11-16,"Sheffield",20
"13333",1963-11-23,"Sheffield",36
"13334",1963-11-30,"Sheffield",32
"13335",1963-12-07,"Sheffield",31
"13336",1963-12-14,"Sheffield",21
"13337",1963-12-21,"Sheffield",16
"13338",1963-12-28,"Sheffield",13
"13339",1964-01-04,"Sheffield",40
"13340",1964-01-11,"Sheffield",35
"13341",1964-01-18,"Sheffield",21
"13342",1964-01-25,"Sheffield",16
"13343",1964-02-01,"Sheffield",38
"13344",1964-02-08,"Sheffield",23
"13345",1964-02-15,"Sheffield",48
"13346",1964-02-22,"Sheffield",25
"13347",1964-02-29,"Sheffield",26
"13348",1964-03-07,"Sheffield",22
"13349",1964-03-14,"Sheffield",28
"13350",1964-03-21,"Sheffield",31
"13351",1964-03-28,"Sheffield",24
"13352",1964-04-04,"Sheffield",18
"13353",1964-04-11,"Sheffield",12
"13354",1964-04-18,"Sheffield",11
"13355",1964-04-25,"Sheffield",9
"13356",1964-05-02,"Sheffield",9
"13357",1964-05-09,"Sheffield",2
"13358",1964-05-16,"Sheffield",24
"13359",1964-05-23,"Sheffield",24
"13360",1964-05-30,"Sheffield",44
"13361",1964-06-06,"Sheffield",35
"13362",1964-06-13,"Sheffield",45
"13363",1964-06-20,"Sheffield",48
"13364",1964-06-27,"Sheffield",67
"13365",1964-07-04,"Sheffield",94
"13366",1964-07-11,"Sheffield",110
"13367",1964-07-18,"Sheffield",70
"13368",1964-07-25,"Sheffield",136
"13369",1964-08-01,"Sheffield",187
"13370",1964-08-08,"Sheffield",158
"13371",1964-08-15,"Sheffield",157
"13372",1964-08-22,"Sheffield",103
"13373",1964-08-29,"Sheffield",81
"13374",1964-09-05,"Sheffield",45
"13375",1964-09-12,"Sheffield",48
"13376",1964-09-19,"Sheffield",63
"13377",1964-09-26,"Sheffield",47
"13378",1964-10-03,"Sheffield",39
"13379",1964-10-10,"Sheffield",85
"13380",1964-10-17,"Sheffield",120
"13381",1964-10-24,"Sheffield",159
"13382",1964-10-31,"Sheffield",154
"13383",1964-11-07,"Sheffield",168
"13384",1964-11-14,"Sheffield",132
"13385",1964-11-21,"Sheffield",187
"13386",1964-11-28,"Sheffield",149
"13387",1964-12-05,"Sheffield",231
"13388",1964-12-12,"Sheffield",186
"13389",1964-12-19,"Sheffield",210
"13390",1964-12-26,"Sheffield",137
"13391",1965-01-02,"Sheffield",232
"13392",1965-01-09,"Sheffield",231
"13393",1965-01-16,"Sheffield",231
"13394",1965-01-23,"Sheffield",138
"13395",1965-01-30,"Sheffield",183
"13396",1965-02-06,"Sheffield",235
"13397",1965-02-13,"Sheffield",300
"13398",1965-02-20,"Sheffield",357
"13399",1965-02-27,"Sheffield",297
"13400",1965-03-06,"Sheffield",254
"13401",1965-03-13,"Sheffield",181
"13402",1965-03-20,"Sheffield",132
"13403",1965-03-27,"Sheffield",160
"13404",1965-04-03,"Sheffield",129
"13405",1965-04-10,"Sheffield",93
"13406",1965-04-17,"Sheffield",120
"13407",1965-04-24,"Sheffield",60
"13408",1965-05-01,"Sheffield",74
"13409",1965-05-08,"Sheffield",44
"13410",1965-05-15,"Sheffield",70
"13411",1965-05-22,"Sheffield",61
"13412",1965-05-29,"Sheffield",98
"13413",1965-06-05,"Sheffield",83
"13414",1965-06-12,"Sheffield",58
"13415",1965-06-19,"Sheffield",99
"13416",1965-06-26,"Sheffield",103
"13417",1965-07-03,"Sheffield",90
"13418",1965-07-10,"Sheffield",50
"13419",1965-07-17,"Sheffield",58
"13420",1965-07-24,"Sheffield",43
"13421",1965-07-31,"Sheffield",62
"13422",1965-08-07,"Sheffield",39
"13423",1965-08-14,"Sheffield",72
"13424",1965-08-21,"Sheffield",53
"13425",1965-08-28,"Sheffield",27
"13426",1965-09-04,"Sheffield",15
"13427",1965-09-11,"Sheffield",21
"13428",1965-09-18,"Sheffield",17
"13429",1965-09-25,"Sheffield",17
"13430",1965-10-02,"Sheffield",7
"13431",1965-10-09,"Sheffield",11
"13432",1965-10-16,"Sheffield",14
"13433",1965-10-23,"Sheffield",6
"13434",1965-10-30,"Sheffield",15
"13435",1965-11-06,"Sheffield",20
"13436",1965-11-13,"Sheffield",13
"13437",1965-11-20,"Sheffield",21
"13438",1965-11-27,"Sheffield",15
"13439",1965-12-04,"Sheffield",16
"13440",1965-12-11,"Sheffield",20
"13441",1965-12-18,"Sheffield",16
"13442",1965-12-25,"Sheffield",33
"13443",1966-01-01,"Sheffield",16
"13444",1966-01-08,"Sheffield",62
"13445",1966-01-15,"Sheffield",34
"13446",1966-01-22,"Sheffield",39
"13447",1966-01-29,"Sheffield",15
"13448",1966-02-05,"Sheffield",26
"13449",1966-02-12,"Sheffield",24
"13450",1966-02-19,"Sheffield",15
"13451",1966-02-26,"Sheffield",17
"13452",1966-03-05,"Sheffield",26
"13453",1966-03-12,"Sheffield",19
"13454",1966-03-19,"Sheffield",28
"13455",1966-03-26,"Sheffield",49
"13456",1966-04-02,"Sheffield",61
"13457",1966-04-09,"Sheffield",59
"13458",1966-04-16,"Sheffield",69
"13459",1966-04-23,"Sheffield",74
"13460",1966-04-30,"Sheffield",89
"13461",1966-05-07,"Sheffield",79
"13462",1966-05-14,"Sheffield",50
"13463",1966-05-21,"Sheffield",53
"13464",1966-05-28,"Sheffield",63
"13465",1966-06-04,"Sheffield",61
"13466",1966-06-11,"Sheffield",87
"13467",1966-06-18,"Sheffield",127
"13468",1966-06-25,"Sheffield",145
"13469",1966-07-02,"Sheffield",175
"13470",1966-07-09,"Sheffield",159
"13471",1966-07-16,"Sheffield",163
"13472",1966-07-23,"Sheffield",181
"13473",1966-07-30,"Sheffield",161
"13474",1966-08-06,"Sheffield",153
"13475",1966-08-13,"Sheffield",163
"13476",1966-08-20,"Sheffield",104
"13477",1966-08-27,"Sheffield",107
"13478",1966-09-03,"Sheffield",70
"13479",1966-09-10,"Sheffield",53
"13480",1966-09-17,"Sheffield",50
"13481",1966-09-24,"Sheffield",24
"13482",1966-10-01,"Sheffield",58
"13483",1966-10-08,"Sheffield",67
"13484",1966-10-15,"Sheffield",90
"13485",1966-10-22,"Sheffield",97
"13486",1966-10-29,"Sheffield",88
"13487",1966-11-05,"Sheffield",77
"13488",1966-11-12,"Sheffield",106
"13489",1966-11-19,"Sheffield",105
"13490",1966-11-26,"Sheffield",123
"13491",1966-12-03,"Sheffield",103
"13492",1966-12-10,"Sheffield",144
"13493",1966-12-17,"Sheffield",140
"13494",1966-12-24,"Sheffield",149
"13495",1966-12-31,"Sheffield",126
"13496",1967-01-06,"Sheffield",212
"13497",1967-01-13,"Sheffield",178
"13498",1967-01-20,"Sheffield",139
"13499",1967-01-27,"Sheffield",151
"13500",1967-02-03,"Sheffield",117
"13501",1967-02-10,"Sheffield",178
"13502",1967-02-17,"Sheffield",169
"13503",1967-02-24,"Sheffield",223
"13504",1967-03-03,"Sheffield",218
"13505",1967-03-10,"Sheffield",225
"13506",1967-03-17,"Sheffield",235
"13507",1967-03-24,"Sheffield",211
"13508",1967-03-31,"Sheffield",138
"13509",1967-04-07,"Sheffield",156
"13510",1967-04-14,"Sheffield",123
"13511",1967-04-21,"Sheffield",62
"13512",1967-04-28,"Sheffield",72
"13513",1967-05-05,"Sheffield",60
"13514",1967-05-12,"Sheffield",74
"13515",1967-05-19,"Sheffield",72
"13516",1967-05-26,"Sheffield",60
"13517",1967-06-02,"Sheffield",55
"13518",1967-06-09,"Sheffield",85
"13519",1967-06-16,"Sheffield",58
"13520",1967-06-23,"Sheffield",45
"13521",1967-06-30,"Sheffield",58
"13522",1967-07-07,"Sheffield",38
"13523",1967-07-14,"Sheffield",47
"13524",1967-07-21,"Sheffield",38
"13525",1967-07-28,"Sheffield",59
"13526",1967-08-04,"Sheffield",61
"13527",1967-08-11,"Sheffield",57
"13528",1967-08-18,"Sheffield",31
"13529",1967-08-25,"Sheffield",35
"13530",1967-09-01,"Sheffield",15
"13531",1967-09-08,"Sheffield",19
"13532",1967-09-15,"Sheffield",11
"13533",1967-09-22,"Sheffield",8
"13534",1967-09-29,"Sheffield",14
"13535",1967-10-06,"Sheffield",12
"13536",1967-10-13,"Sheffield",11
"13537",1967-10-20,"Sheffield",9
"13538",1967-10-27,"Sheffield",12
"13539",1967-11-03,"Sheffield",11
"13540",1967-11-10,"Sheffield",23
"13541",1967-11-17,"Sheffield",18
"13542",1967-11-24,"Sheffield",27
"13543",1967-12-01,"Sheffield",23
"13544",1967-12-08,"Sheffield",27
"13545",1967-12-15,"Sheffield",19
"13546",1967-12-22,"Sheffield",38
"13547",1967-12-29,"Sheffield",33
"13548",1968-01-05,"Sheffield",40
"13549",1968-01-12,"Sheffield",49
"13550",1968-01-19,"Sheffield",18
"13551",1968-01-26,"Sheffield",26
"13552",1968-02-02,"Sheffield",17
"13553",1968-02-09,"Sheffield",39
"13554",1968-02-16,"Sheffield",46
"13555",1968-02-23,"Sheffield",48
"13556",1968-03-01,"Sheffield",59
"13557",1968-03-08,"Sheffield",65
"13558",1968-03-15,"Sheffield",59
"13559",1968-03-22,"Sheffield",35
"13560",1968-03-29,"Sheffield",70
"13561",1968-04-05,"Sheffield",87
"13562",1968-04-12,"Sheffield",81
"13563",1968-04-19,"Sheffield",127
"13564",1968-04-26,"Sheffield",174
"13565",1968-05-03,"Sheffield",145
"13566",1968-05-10,"Sheffield",133
"13567",1968-05-17,"Sheffield",147
"13568",1968-05-24,"Sheffield",222
"13569",1968-05-31,"Sheffield",392
"13570",1968-06-07,"Sheffield",357
"13571",1968-06-14,"Sheffield",395
"13572",1968-06-21,"Sheffield",389
"13573",1968-06-28,"Sheffield",420
"13574",1968-07-05,"Sheffield",351
"13575",1968-07-12,"Sheffield",304
"13576",1968-07-19,"Sheffield",268
"13577",1968-07-26,"Sheffield",262
"13578",1968-08-02,"Sheffield",164
"13579",1968-08-09,"Sheffield",162
"13580",1968-08-16,"Sheffield",131
"13581",1968-08-23,"Sheffield",97
"13582",1968-08-30,"Sheffield",64
"13583",1968-09-06,"Sheffield",33
"13584",1968-09-13,"Sheffield",33
"13585",1968-09-20,"Sheffield",29
"13586",1968-09-27,"Sheffield",19
"13587",1968-10-04,"Sheffield",21
"13588",1968-10-11,"Sheffield",23
"13589",1968-10-18,"Sheffield",11
"13590",1968-10-25,"Sheffield",20
"13591",1968-11-01,"Sheffield",10
"13592",1968-11-08,"Sheffield",10
"13593",1968-11-15,"Sheffield",5
"13594",1968-11-22,"Sheffield",6
"13595",1968-11-29,"Sheffield",4
"13596",1968-12-06,"Sheffield",10
"13597",1968-12-13,"Sheffield",4
"13598",1968-12-20,"Sheffield",3
"13599",1968-12-27,"Sheffield",4
"13600",1969-01-03,"Sheffield",32
"13601",1969-01-10,"Sheffield",17
"13602",1969-01-17,"Sheffield",20
"13603",1969-01-24,"Sheffield",23
"13604",1969-01-31,"Sheffield",13
"13605",1969-02-07,"Sheffield",15
"13606",1969-02-14,"Sheffield",9
"13607",1969-02-21,"Sheffield",7
"13608",1969-02-28,"Sheffield",14
"13609",1969-03-07,"Sheffield",8
"13610",1969-03-14,"Sheffield",11
"13611",1969-03-21,"Sheffield",8
"13612",1969-03-28,"Sheffield",9
"13613",1969-04-04,"Sheffield",4
"13614",1969-04-11,"Sheffield",4
"13615",1969-04-18,"Sheffield",3
"13616",1969-04-25,"Sheffield",7
"13617",1969-05-02,"Sheffield",6
"13618",1969-05-09,"Sheffield",5
"13619",1969-05-16,"Sheffield",6
"13620",1969-05-23,"Sheffield",10
"13621",1969-05-30,"Sheffield",5
"13622",1969-06-06,"Sheffield",5
"13623",1969-06-13,"Sheffield",11
"13624",1969-06-20,"Sheffield",4
"13625",1969-06-27,"Sheffield",9
"13626",1969-07-04,"Sheffield",1
"13627",1969-07-11,"Sheffield",7
"13628",1969-07-18,"Sheffield",18
"13629",1969-07-25,"Sheffield",8
"13630",1969-08-01,"Sheffield",6
"13631",1969-08-08,"Sheffield",1
"13632",1969-08-15,"Sheffield",5
"13633",1969-08-22,"Sheffield",1
"13634",1969-08-29,"Sheffield",4
"13635",1969-09-05,"Sheffield",3
"13636",1969-09-12,"Sheffield",2
"13637",1969-09-19,"Sheffield",2
"13638",1969-09-26,"Sheffield",12
"13639",1969-10-03,"Sheffield",10
"13640",1969-10-10,"Sheffield",35
"13641",1969-10-17,"Sheffield",23
"13642",1969-10-24,"Sheffield",33
"13643",1969-10-31,"Sheffield",12
"13644",1969-11-07,"Sheffield",20
"13645",1969-11-14,"Sheffield",22
"13646",1969-11-21,"Sheffield",48
"13647",1969-11-28,"Sheffield",42
"13648",1969-12-05,"Sheffield",37
"13649",1969-12-12,"Sheffield",44
"13650",1969-12-19,"Sheffield",35
"13651",1969-12-26,"Sheffield",42
"13652",1970-01-02,"Sheffield",51
"13653",1970-01-09,"Sheffield",74
"13654",1970-01-16,"Sheffield",0
"13655",1970-01-23,"Sheffield",63
"13656",1970-01-30,"Sheffield",52
"13657",1970-02-06,"Sheffield",70
"13658",1970-02-13,"Sheffield",67
"13659",1970-02-20,"Sheffield",102
"13660",1970-02-27,"Sheffield",92
"13661",1970-03-06,"Sheffield",165
"13662",1970-03-13,"Sheffield",135
"13663",1970-03-20,"Sheffield",143
"13664",1970-03-27,"Sheffield",184
"13665",1970-04-03,"Sheffield",146
"13666",1970-04-10,"Sheffield",231
"13667",1970-04-17,"Sheffield",189
"13668",1970-04-24,"Sheffield",167
"13669",1970-05-01,"Sheffield",121
"13670",1970-05-08,"Sheffield",201
"13671",1970-05-15,"Sheffield",233
"13672",1970-05-22,"Sheffield",281
"13673",1970-05-29,"Sheffield",314
"13674",1970-06-05,"Sheffield",298
"13675",1970-06-12,"Sheffield",258
"13676",1970-06-19,"Sheffield",182
"13677",1970-06-26,"Sheffield",186
"13678",1970-07-03,"Sheffield",165
"13679",1970-07-10,"Sheffield",167
"13680",1970-07-17,"Sheffield",178
"13681",1970-07-24,"Sheffield",155
"13682",1970-07-31,"Sheffield",114
"13683",1970-08-07,"Sheffield",109
"13684",1970-08-14,"Sheffield",91
"13685",1970-08-21,"Sheffield",66
"13686",1970-08-28,"Sheffield",45
"13687",1970-09-04,"Sheffield",35
"13688",1970-09-11,"Sheffield",31
"13689",1970-09-18,"Sheffield",16
"13690",1970-09-25,"Sheffield",15
"13691",1970-10-02,"Sheffield",13
"13692",1970-10-09,"Sheffield",14
"13693",1970-10-16,"Sheffield",8
"13694",1970-10-23,"Sheffield",8
"13695",1970-10-30,"Sheffield",6
"13696",1970-11-06,"Sheffield",8
"13697",1970-11-13,"Sheffield",7
"13698",1970-11-20,"Sheffield",4
"13699",1970-11-27,"Sheffield",0
"13700",1970-12-04,"Sheffield",3
"13701",1970-12-11,"Sheffield",6
"13702",1970-12-18,"Sheffield",3
"13703",1970-12-25,"Sheffield",1
"13704",1971-01-01,"Sheffield",0
"13705",1971-01-08,"Sheffield",2
"13706",1971-01-15,"Sheffield",2
"13707",1971-01-22,"Sheffield",0
"13708",1971-01-29,"Sheffield",2
"13709",1971-02-05,"Sheffield",0
"13710",1971-02-12,"Sheffield",3
"13711",1971-02-19,"Sheffield",0
"13712",1971-02-26,"Sheffield",3
"13713",1971-03-05,"Sheffield",1
"13714",1971-03-12,"Sheffield",4
"13715",1971-03-19,"Sheffield",1
"13716",1971-03-26,"Sheffield",8
"13717",1971-04-02,"Sheffield",2
"13718",1971-04-09,"Sheffield",4
"13719",1971-04-16,"Sheffield",1
"13720",1971-04-23,"Sheffield",7
"13721",1971-04-30,"Sheffield",9
"13722",1971-05-07,"Sheffield",2
"13723",1971-05-14,"Sheffield",6
"13724",1971-05-21,"Sheffield",2
"13725",1971-05-28,"Sheffield",8
"13726",1971-06-04,"Sheffield",5
"13727",1971-06-11,"Sheffield",4
"13728",1971-06-18,"Sheffield",3
"13729",1971-06-25,"Sheffield",5
"13730",1971-07-02,"Sheffield",5
"13731",1971-07-09,"Sheffield",7
"13732",1971-07-16,"Sheffield",7
"13733",1971-07-23,"Sheffield",17
"13734",1971-07-30,"Sheffield",8
"13735",1971-08-06,"Sheffield",14
"13736",1971-08-13,"Sheffield",4
"13737",1971-08-20,"Sheffield",10
"13738",1971-08-27,"Sheffield",5
"13739",1971-09-03,"Sheffield",1
"13740",1971-09-10,"Sheffield",4
"13741",1971-09-17,"Sheffield",2
"13742",1971-09-24,"Sheffield",0
"13743",1971-10-01,"Sheffield",1
"13744",1971-10-08,"Sheffield",1
"13745",1971-10-15,"Sheffield",2
"13746",1971-10-22,"Sheffield",7
"13747",1971-10-29,"Sheffield",1
"13748",1971-11-05,"Sheffield",16
"13749",1971-11-12,"Sheffield",14
"13750",1971-11-19,"Sheffield",18
"13751",1971-11-26,"Sheffield",23
"13752",1971-12-03,"Sheffield",11
"13753",1971-12-10,"Sheffield",18
"13754",1971-12-17,"Sheffield",14
"13755",1971-12-24,"Sheffield",15
"13756",1971-12-31,"Sheffield",17
"13757",1972-01-07,"Sheffield",22
"13758",1972-01-14,"Sheffield",24
"13759",1972-01-21,"Sheffield",13
"13760",1972-01-28,"Sheffield",24
"13761",1972-02-04,"Sheffield",25
"13762",1972-02-11,"Sheffield",46
"13763",1972-02-18,"Sheffield",38
"13764",1972-02-25,"Sheffield",50
"13765",1972-03-03,"Sheffield",62
"13766",1972-03-10,"Sheffield",82
"13767",1972-03-17,"Sheffield",79
"13768",1972-03-24,"Sheffield",92
"13769",1972-03-31,"Sheffield",99
"13770",1972-04-07,"Sheffield",82
"13771",1972-04-14,"Sheffield",147
"13772",1972-04-21,"Sheffield",122
"13773",1972-04-28,"Sheffield",109
"13774",1972-05-05,"Sheffield",86
"13775",1972-05-12,"Sheffield",94
"13776",1972-05-19,"Sheffield",117
"13777",1972-05-26,"Sheffield",121
"13778",1972-06-02,"Sheffield",103
"13779",1972-06-09,"Sheffield",105
"13780",1972-06-16,"Sheffield",90
"13781",1972-06-23,"Sheffield",58
"13782",1972-06-30,"Sheffield",114
"13783",1972-07-07,"Sheffield",103
"13784",1972-07-14,"Sheffield",138
"13785",1972-07-21,"Sheffield",96
"13786",1972-07-28,"Sheffield",136
"13787",1972-08-04,"Sheffield",109
"13788",1972-08-11,"Sheffield",105
"13789",1972-08-18,"Sheffield",72
"13790",1972-08-25,"Sheffield",44
"13791",1972-09-01,"Sheffield",30
"13792",1972-09-08,"Sheffield",23
"13793",1972-09-15,"Sheffield",15
"13794",1972-09-22,"Sheffield",9
"13795",1972-09-29,"Sheffield",4
"13796",1972-10-06,"Sheffield",7
"13797",1972-10-13,"Sheffield",4
"13798",1972-10-20,"Sheffield",6
"13799",1972-10-27,"Sheffield",3
"13800",1972-11-03,"Sheffield",3
"13801",1972-11-10,"Sheffield",3
"13802",1972-11-17,"Sheffield",6
"13803",1972-11-24,"Sheffield",2
"13804",1972-12-01,"Sheffield",11
"13805",1972-12-08,"Sheffield",4
"13806",1972-12-15,"Sheffield",14
"13807",1972-12-22,"Sheffield",5
"13808",1972-12-29,"Sheffield",0
"13809",1973-01-05,"Sheffield",7
"13810",1973-01-12,"Sheffield",11
"13811",1973-01-19,"Sheffield",8
"13812",1973-01-26,"Sheffield",15
"13813",1973-02-02,"Sheffield",33
"13814",1973-02-09,"Sheffield",25
"13815",1973-02-16,"Sheffield",18
"13816",1973-02-23,"Sheffield",25
"13817",1973-03-02,"Sheffield",21
"13818",1973-03-09,"Sheffield",20
"13819",1973-03-16,"Sheffield",13
"13820",1973-03-23,"Sheffield",21
"13821",1973-03-30,"Sheffield",29
"13822",1973-04-06,"Sheffield",9
"13823",1973-04-13,"Sheffield",22
"13824",1973-04-20,"Sheffield",5
"13825",1973-04-27,"Sheffield",17
"13826",1973-05-04,"Sheffield",24
"13827",1973-05-11,"Sheffield",14
"13828",1973-05-18,"Sheffield",17
"13829",1973-05-25,"Sheffield",13
"13830",1973-06-01,"Sheffield",7
"13831",1973-06-08,"Sheffield",5
"13832",1973-06-15,"Sheffield",10
"13833",1973-06-22,"Sheffield",8
"13834",1973-06-29,"Sheffield",6
"13835",1973-07-06,"Sheffield",3
"13836",1973-07-13,"Sheffield",9
"13837",1973-07-20,"Sheffield",16
"13838",1973-07-27,"Sheffield",12
"13839",1973-08-03,"Sheffield",16
"13840",1973-08-10,"Sheffield",16
"13841",1973-08-17,"Sheffield",20
"13842",1973-08-24,"Sheffield",15
"13843",1973-08-31,"Sheffield",6
"13844",1973-09-07,"Sheffield",7
"13845",1973-09-14,"Sheffield",3
"13846",1973-09-21,"Sheffield",4
"13847",1973-09-28,"Sheffield",3
"13848",1973-10-05,"Sheffield",4
"13849",1973-10-12,"Sheffield",2
"13850",1973-10-19,"Sheffield",12
"13851",1973-10-26,"Sheffield",5
"13852",1973-11-02,"Sheffield",18
"13853",1973-11-09,"Sheffield",10
"13854",1973-11-16,"Sheffield",35
"13855",1973-11-23,"Sheffield",15
"13856",1973-11-30,"Sheffield",10
"13857",1973-12-07,"Sheffield",9
"13858",1973-12-14,"Sheffield",5
"13859",1973-12-21,"Sheffield",2
"13860",1973-12-28,"Sheffield",6
"13861",1974-01-04,"Sheffield",6
"13862",1974-01-11,"Sheffield",13
"13863",1974-01-18,"Sheffield",6
"13864",1974-01-25,"Sheffield",11
"13865",1974-02-01,"Sheffield",10
"13866",1974-02-08,"Sheffield",15
"13867",1974-02-15,"Sheffield",12
"13868",1974-02-22,"Sheffield",20
"13869",1974-03-01,"Sheffield",21
"13870",1974-03-08,"Sheffield",11
"13871",1974-03-15,"Sheffield",36
"13872",1974-03-22,"Sheffield",29
"13873",1974-03-29,"Sheffield",40
"13874",1974-04-05,"Sheffield",67
"13875",1974-04-12,"Sheffield",38
"13876",1974-04-19,"Sheffield",65
"13877",1974-04-26,"Sheffield",36
"13878",1974-05-03,"Sheffield",33
"13879",1974-05-10,"Sheffield",22
"13880",1974-05-17,"Sheffield",20
"13881",1974-05-24,"Sheffield",24
"13882",1974-05-31,"Sheffield",36
"13883",1974-06-07,"Sheffield",42
"13884",1974-06-14,"Sheffield",33
"13885",1974-06-21,"Sheffield",35
"13886",1974-06-28,"Sheffield",43
"13887",1974-07-05,"Sheffield",30
"13888",1974-07-12,"Sheffield",42
"13889",1974-07-19,"Sheffield",63
"13890",1974-07-26,"Sheffield",123
"13891",1974-08-02,"Sheffield",109
"13892",1974-08-09,"Sheffield",107
"13893",1974-08-16,"Sheffield",96
"13894",1974-08-23,"Sheffield",62
"13895",1974-08-30,"Sheffield",61
"13896",1974-09-06,"Sheffield",38
"13897",1974-09-13,"Sheffield",18
"13898",1974-09-20,"Sheffield",31
"13899",1974-09-27,"Sheffield",31
"13900",1974-10-04,"Sheffield",18
"13901",1974-10-11,"Sheffield",38
"13902",1974-10-18,"Sheffield",72
"13903",1974-10-25,"Sheffield",54
"13904",1974-11-01,"Sheffield",56
"13905",1974-11-08,"Sheffield",47
"13906",1974-11-15,"Sheffield",31
"13907",1974-11-22,"Sheffield",27
"13908",1974-11-29,"Sheffield",23
"13909",1974-12-06,"Sheffield",50
"13910",1974-12-13,"Sheffield",53
"13911",1974-12-20,"Sheffield",39
